corp_code,stock_code,corp_name,market,ksic_code,ksic_name,memo,updated_at,수익인식기준,수익인식 코드,분류
00141246,016250,SGC E&C,KOSDAQ,F41120,비주거용 건물 건설업,화공·산업플랜트 EPC·건축·주택,,"설치공사는 진행기준, 제품 단순 판매는 인도기준",MIXED,시설물·환경설비
00362159,065950,웰크론,KOSDAQ,C13219,특수직물 및 기타 직물 직조업,산업용 섬유·방산·생활용품 제조,,"EPC·도급공사는 진행기준, 분양은 계약조건별 인식",CONSTRUCTION_OT + DEVELOPMENT_MIXED,플랜트·종합건설
00131504,011370,서한,KOSDAQ,F41112,아파트 건설업,지역 기반 주택·건축·토목,,"제품 인도 시 인식, 일부 설치계약만 진행기준",SALE_POINT,비건설·제조
00318662,056730,CNT85,KOSDAQ,F41100,종합 건설업,플랜트·에너지 EPC·환경설비·필터프레스·건축,,"공사는 진행기준, 자체분양은 진행 또는 인도기준",CONSTRUCTION_OT + DEVELOPMENT_MIXED,종합건설
00487546,076080,웰크론한텍,KOSDAQ,F41100,종합 건설업,식품·제약·에너지·환경 플랜트·종합건설,,"EPC·건축은 진행기준, 필터프레스 단순 판매는 인도기준",MIXED,플랜트·환경설비
00108001,091590,남화토건,KOSDAQ,F41100,종합 건설업,지역 기반 건축·토목,,"EPC·플랜트는 진행기준, 개별 장비는 인도기준",MIXED,플랜트·EPC
00253985,066620,국보디자인,KOSDAQ,F42400,실내건축 및 건축마무리 공사업,상업시설·호텔·오피스 인테리어·실내건축,,도급공사는 진행기준,CONSTRUCTION_OT,종합건설
00176516,036190,금화피에스시,KOSDAQ,F42300,전기 및 통신 공사업,발전설비 경상정비·플랜트 건설·수처리,,프로젝트별 실내건축공사를 진행기준으로 인식,CONSTRUCTION_OT,실내건축
00145668,001840,이화공영,KOSDAQ,F41100,종합 건설업,건축·토목·공장·물류시설,,"플랜트 공사는 진행기준, 발전소 경상정비는 용역기간 기준",CONSTRUCTION_OT + SERVICE_OT,발전정비·플랜트
00111218,044180,KD,KOSDAQ,F41100,종합 건설업,주택건설·부동산 개발·분양,,도급공사는 진행기준,CONSTRUCTION_OT,건축·토목
00310156,049180,셀루메드,KOSDAQ,C21100,기초 의약물질 및 생물학적 제제 제조업,의료기기·바이오·이차전지 관련 사업,,"공사는 진행기준, 자체분양은 진행 또는 준공·인도기준",CONSTRUCTION_OT + DEVELOPMENT_MIXED,주택개발
00297448,041590,플래스크,KOSDAQ,F42400,실내건축 및 건축마무리 공사업,인테리어·공간설계·신사업,,"제품·상품 인도 시 인식, 라이선스·용역은 계약별 기간 또는 시점 인식",MIXED,비건설·바이오
00127936,002290,삼일기업공사,KOSDAQ,F41100,종합 건설업,공장·오피스·학교·관공서 건축공사,,"실내건축은 진행기준, 상품·기타 사업은 인도 또는 제공 시점 인식",MIXED,실내건축·신사업
01043853,206400,베노티앤알,KOSDAQ,F42400,실내건축 및 건축마무리 공사업,차양·이중바닥·냉난방 설계시공·웨어러블 로봇,,도급공사는 원가투입법 진행기준,CONSTRUCTION_OT,건축공사
00426068,069920,엑시온그룹,KOSDAQ,G47900,무점포 소매업,기계설비 DUCT·배관·플랜트 공사·산업용 로봇,,"실내건축·설치공사는 진행기준, 제품·로봇은 인도기준",MIXED,설치공사·로봇 복합
,,,,,,,,"설비·배관 공사는 진행기준, 로봇·제품 판매는 인도기준",MIXED,설비공사·로봇 복합
